"","target","filler1","filler2","filler3","model"
"495","raips","nayee","flach","whing","r_psw5_bi.txt"
"496","stids","fosce","thees","aboit","r_psw5_bi.txt"
"497","thess","thrge","hight","druly","r_psw5_bi.txt"
"498","sthed","ritey","vorde","broon","r_psw5_bi.txt"
"499","terds","spair","shing","heres","r_psw5_bi.txt"
"500","souty","wrere","banch","lonce","r_psw5_bi.txt"
"501","earts","ourte","thill","lirre","r_psw5_bi.txt"
"502","frich","pricy","seand","abown","r_psw5_bi.txt"
"503","uncer","firch","beace","taser","r_psw5_bi.txt"
"504","fadis","alore","joull","tauld","r_psw5_bi.txt"
"505","scase","tanes","tarse","elafe","r_psw5_bi.txt"
"506","youst","anice","biter","agaid","r_psw5_bi.txt"
"507","fotir","sheit","gigut","dajor","r_psw5_bi.txt"
"508","ofter","agact","heank","aftel","r_psw5_bi.txt"
"509","maicy","yeass","sheak","usies","r_psw5_bi.txt"
"510","othes","eives","nelld","thict","r_psw5_bi.txt"
"511","flany","eddin","thets","thite","r_psw5_bi.txt"
"512","putes","yeira","entam","earmy","r_psw5_bi.txt"
"513","amare","lalph","stase","smpel","r_psw5_bi.txt"
"514","viner","selll","sorge","foill","r_psw5_bi.txt"
"515","heeks","blome","heint","wierk","r_psw5_bi.txt"
"516","raice","arbld","muine","basue","r_psw5_bi.txt"
"517","hored","oweer","evese","woute","r_psw5_bi.txt"
"518","woowd","shind","brose","wheid","r_psw5_bi.txt"
"519","wowee","brild","nease","thier","r_psw5_bi.txt"
"520","qumak","toits","kiver","beved","r_psw5_bi.txt"
"521","otats","spper","abont","wowes","r_psw5_bi.txt"
"522","drach","druth","dirnk","sceas","r_psw5_bi.txt"
"523","exild","goung","stoor","grite","r_psw5_bi.txt"
"524","forll","whein","fiele","cloit","r_psw5_bi.txt"
"525","drmal","toter","grild","graff","r_psw5_bi.txt"
"526","neerd","agary","corge","wherd","r_psw5_bi.txt"
"527","mever","seved","sinds","tould","r_psw5_bi.txt"
"528","bever","rirth","serty","thoul","r_psw5_bi.txt"
"529","teith","aboin","upace","couir","r_psw5_bi.txt"
"530","glaff","woown","ahres","seeir","r_psw5_bi.txt"
"531","yeerd","pomen","arich","rould","r_psw5_bi.txt"
"532","crale","gived","fuich","yeare","r_psw5_bi.txt"
"533","natel","halld","stano","spror","r_psw5_bi.txt"
"534","drase","smars","whons","wabed","r_psw5_bi.txt"
"535","milse","rirse","dronk","letan","r_psw5_bi.txt"
"536","coour","paten","amand","miven","r_psw5_bi.txt"
"537","eites","abong","apirs","boint","r_psw5_bi.txt"
"538","lince","shote","houad","raded","r_psw5_bi.txt"
"539","plior","gleak","roter","lajop","r_psw5_bi.txt"
"540","blian","eveil","chien","neane","r_psw5_bi.txt"
"541","whion","abory","ouile","crost","r_psw5_bi.txt"
"542","whrty","bomed","fuice","smale","r_psw5_bi.txt"
"543","ardld","abose","seere","woubs","r_psw5_bi.txt"
"544","moubs","firse","gouts","roink","r_psw5_bi.txt"
"545","lirse","meale","neage","woach","r_psw5_bi.txt"
"546","youse","lilde","guich","chees","r_psw5_bi.txt"
"547","volom","wouss","chice","chean","r_psw5_bi.txt"
"548","aftey","sponk","mirer","acach","r_psw5_bi.txt"
"549","luith","youll","whers","monst","r_psw5_bi.txt"
"550","uskld","thich","wowdy","thest","r_psw5_bi.txt"
"551","sheal","whond","seare","calps","r_psw5_bi.txt"
"552","counk","inoon","nacat","aboow","r_psw5_bi.txt"
"553","ahile","momed","jeeit","wrull","r_psw5_bi.txt"
"554","whest","scers","beare","arale","r_psw5_bi.txt"
"555","nirse","booue","mawer","rarce","r_psw5_bi.txt"
"556","affut","drild","gamal","rigir","r_psw5_bi.txt"
"557","gresh","lores","loout","evere","r_psw5_bi.txt"
"558","waice","plard","wheit","whove","r_psw5_bi.txt"
"559","whire","theis","grepe","yomay","r_psw5_bi.txt"
"560","grurs","grils","agrut","evesh","r_psw5_bi.txt"
"561","toull","grese","strls","wouny","r_psw5_bi.txt"
"562","smads","arink","marce","shild","r_psw5_bi.txt"
"563","drise","waich","whong","luich","r_psw5_bi.txt"
"564","firss","pouls","boule","rital","r_psw5_bi.txt"
"565","grony","covee","whice","wouse","r_psw5_bi.txt"
"566","stite","laich","trows","eveay","r_psw5_bi.txt"
"567","shose","thrss","clong","coung","r_psw5_bi.txt"
"568","shich","sloor","antic","trdes","r_psw5_bi.txt"
"569","wiger","rorld","couns","figer","r_psw5_bi.txt"
"570","grere","leeir","hoont","agare","r_psw5_bi.txt"
"571","alaff","ronol","blage","askek","r_psw5_bi.txt"
"572","wouts","belok","yarck","neven","r_psw5_bi.txt"
"573","hoven","pould","wocks","wever","r_psw5_bi.txt"
"574","amory","grats","spese","thity","r_psw5_bi.txt"
"575","woull","slach","aboph","wounk","r_psw5_bi.txt"
"576","shile","goark","ererl","rigar","r_psw5_bi.txt"
"577","aslle","soung","quild","howes","r_psw5_bi.txt"
"578","minse","plere","trerp","noull","r_psw5_bi.txt"
"579","whill","thost","rowes","knden","r_psw5_bi.txt"
"580","blose","fivak","yeage","agous","r_psw5_bi.txt"
"581","abots","cabld","ching","thrgh","r_psw5_bi.txt"
"582","evoue","knter","fliry","plout","r_psw5_bi.txt"
"583","mulll","thein","neits","couly","r_psw5_bi.txt"
"584","trown","larme","spary","guint","r_psw5_bi.txt"
"585","plean","somed","shina","gibld","r_psw5_bi.txt"
"586","whrse","levep","thive","cloks","r_psw5_bi.txt"
"587","usste","eates","fould","exats","r_psw5_bi.txt"
"588","slage","wasey","enden","sheic","r_psw5_bi.txt"
"589","tivim","scops","touse","stine","r_psw5_bi.txt"
"590","neave","shere","joror","chery","r_psw5_bi.txt"
"591","cozew","drose","woows","entte","r_psw5_bi.txt"
"592","lilel","woich","arice","otung","r_psw5_bi.txt"
"593","womas","lider","seate","stull","r_psw5_bi.txt"
"594","alout","gounk","kneir","houge","r_psw5_bi.txt"
"595","smare","aboup","rases","lieit","r_psw5_bi.txt"
"596","trage","delld","sould","simes","r_psw5_bi.txt"
"597","yeara","knghy","aftck","quyba","r_psw5_bi.txt"
"598","amost","clach","whews","thenk","r_psw5_bi.txt"
"599","goust","drerd","wonnk","awing","r_psw5_bi.txt"
"600","ofted","wrood","hocte","blore","r_psw5_bi.txt"
"601","losty","toing","thile","yeeir","r_psw5_bi.txt"
"602","hater","geier","whies","blaps","r_psw5_bi.txt"
"603","whats","whrsy","plall","meers","r_psw5_bi.txt"
"604","beich","theck","trere","carge","r_psw5_bi.txt"
"605","agace","rilor","heves","fatir","r_psw5_bi.txt"
"606","thiow","mears","luest","wourt","r_psw5_bi.txt"
"607","meied","assir","earll","wower","r_psw5_bi.txt"
"608","qumer","twint","piten","smaow","r_psw5_bi.txt"
"609","oftel","grery","leane","yeads","r_psw5_bi.txt"
"610","asker","womer","pieir","layan","r_psw5_bi.txt"
"611","woost","filld","unich","coull","r_psw5_bi.txt"
"612","segar","orier","crune","roull","r_psw5_bi.txt"
"613","vimer","weeic","cafth","walin","r_psw5_bi.txt"
"614","mives","sheir","wheal","whior","r_psw5_bi.txt"
"615","coise","greio","noker","palup","r_psw5_bi.txt"
"616","sanck","lyich","trgal","whout","r_psw5_bi.txt"
"617","woils","gomes","jeere","abour","r_psw5_bi.txt"
"618","thout","yoout","paker","unour","r_psw5_bi.txt"
"619","aftak","neeal","alase","ented","r_psw5_bi.txt"
"620","toner","caron","beimp","orote","r_psw5_bi.txt"
"621","lanch","hught","orind","yoter","r_psw5_bi.txt"
"622","shint","daken","greia","abons","r_psw5_bi.txt"
"623","mouly","sasir","canse","greir","r_psw5_bi.txt"
"624","tirld","noich","lould","sobay","r_psw5_bi.txt"
"625","saung","plape","loily","woums","r_psw5_bi.txt"
"626","fakew","biver","choch","wheed","r_psw5_bi.txt"
"627","worre","alors","momin","yoach","r_psw5_bi.txt"
"628","othed","oftrs","flale","rouls","r_psw5_bi.txt"
"629","jegbt","spams","whirn","groke","r_psw5_bi.txt"
"630","woove","myied","askes","chint","r_psw5_bi.txt"
"631","abobt","grdle","noung","neand","r_psw5_bi.txt"
"632","whean","whild","yocat","suich","r_psw5_bi.txt"
"633","sinal","qurar","steat","eatht","r_psw5_bi.txt"
"634","neats","otars","wrery","alage","r_psw5_bi.txt"
"635","stoce","sirld","thuny","tuiss","r_psw5_bi.txt"
"636","necat","wheps","shert","blach","r_psw5_bi.txt"
"637","unter","thang","nirth","kndel","r_psw5_bi.txt"
"638","yould","whink","parge","wouth","r_psw5_bi.txt"
"639","frily","nevey","songe","neted","r_psw5_bi.txt"
"640","prery","hounk","easic","gapal","r_psw5_bi.txt"
"641","pives","whemy","leabs","baler","r_psw5_bi.txt"
"642","heaid","smain","yeler","beair","r_psw5_bi.txt"
"643","bress","mevep","moues","thith","r_psw5_bi.txt"
"644","chere","tamir","stich","sking","r_psw5_bi.txt"
"645","emoss","eaght","worge","agaly","r_psw5_bi.txt"
"646","heail","clepy","smans","latar","r_psw5_bi.txt"
"647","otose","thont","qured","wodal","r_psw5_bi.txt"
"648","sowes","clald","harss","alown","r_psw5_bi.txt"
"649","orest","neght","endil","coule","r_psw5_bi.txt"
"650","eaker","riare","tasth","neeio","r_psw5_bi.txt"
"651","askel","undge","amars","prare","r_psw5_bi.txt"
"652","gires","foune","gring","riase","r_psw5_bi.txt"
"653","mieat","broge","cifer","heang","r_psw5_bi.txt"
"654","waker","truay","cakel","shice","r_psw5_bi.txt"
"655","aftan","plart","whith","stigh","r_psw5_bi.txt"
"656","theal","agard","arail",NA,"r_psw5_bi.txt"
"657","parth","bardh","partg","darth","psw5_tri.txt"
"658","brean","breun","brein","drean","psw5_tri.txt"
"659","sleel","slear","sleil","sleol","psw5_tri.txt"
"660","earee","ealee","aalee","earea","psw5_tri.txt"
"661","pluse","blose","fluso","bluse","psw5_tri.txt"
"662","whoss","whiss","whess","wgess","psw5_tri.txt"
"663","burry","berry","borry","fully","psw5_tri.txt"
"664","yeart","yaart","yuart","yeort","psw5_tri.txt"
"665","seird","suilt","seerd","seort","psw5_tri.txt"
"666","knems","kmems","knums","knens","psw5_tri.txt"
"667","glout","grout","gloet","hloat","psw5_tri.txt"
"668","bould","bauld","buurp","boald","psw5_tri.txt"
"669","horld","garrf","harlt","hurld","psw5_tri.txt"
"670","whins","whans","wgins","whons","psw5_tri.txt"
"671","undio","indiu","unbio","untio","psw5_tri.txt"
"672","alock","olock","aluck","ulack","psw5_tri.txt"
"673","glamp","glamf","hlamp","glump","psw5_tri.txt"
"674","dever","fuver","diver","tever","psw5_tri.txt"
"675","ofter","odter","oftur","ofder","psw5_tri.txt"
"676","truse","trusu","trose","dluse","psw5_tri.txt"
"677","racts","rects","ructs","lacts","psw5_tri.txt"
"678","dreas","breos","freas","drees","psw5_tri.txt"
"679","falic","dalic","falac","faruc","psw5_tri.txt"
"680","deart","deert","deurt","taurt","psw5_tri.txt"
"681","parms","parns","falms","pirms","psw5_tri.txt"
"682","yeare","yeere","yeore","yeale","psw5_tri.txt"
"683","froad","float","fruad","fload","psw5_tri.txt"
"684","sught","sight","suhht","soght","psw5_tri.txt"
"685","necur","nicur","nucur","necul","psw5_tri.txt"
"686","whoom","wgaom","whoon","wgoom","psw5_tri.txt"
"687","coarp","coalp","coarf","coarb","psw5_tri.txt"
"688","peare","deare","poare","deale","psw5_tri.txt"
"689","trand","trund","tremd","trimd","psw5_tri.txt"
"690","leand","leant","reanf","reond","psw5_tri.txt"
"691","finor","fimor","finur","dinor","psw5_tri.txt"
"692","houbt","houdd","houbd","giubt","psw5_tri.txt"
"693","piech","foech","diecg","fiech","psw5_tri.txt"
"694","inder","onder","infel","omder","psw5_tri.txt"
"695","nover","novel","novar","novur","psw5_tri.txt"
"696","gread","griap","hliad","great","psw5_tri.txt"
"697","afood","abood","opood","afoot","psw5_tri.txt"
"698","haper","hapel","hoper","hipor","psw5_tri.txt"
"699","twint","twimt","twunt","twont","psw5_tri.txt"
"700","phose","dhose","pgase","phese","psw5_tri.txt"
"701","norld","norlp","nirld","nolld","psw5_tri.txt"
"702","toder","tuder","teder","tider","psw5_tri.txt"
"703","apach","ipach","apacg","afacg","psw5_tri.txt"
"704","todly","tudly","tobry","tobly","psw5_tri.txt"
"705","oftel","ubter","ofdel","obtel","psw5_tri.txt"
"706","caval","cavir","cavar","cavol","psw5_tri.txt"
"707","rught","ruhht","light","roght","psw5_tri.txt"
"708","shant","shind","sgand","shand","psw5_tri.txt"
"709","spich","sbich","spoch","spicg","psw5_tri.txt"
"710","crial","criel","creal","crual","psw5_tri.txt"
"711","oftes","ubtes","odtos","oftus","psw5_tri.txt"
"712","trief","dlieb","troef","drief","psw5_tri.txt"
"713","thest","thust","tgest","thast","psw5_tri.txt"
"714","chape","chefi","chofa","cgape","psw5_tri.txt"
"715","traws","tlaws","triws","trows","psw5_tri.txt"
"716","ideam","ibeam","ifeam","idean","psw5_tri.txt"
"717","birty","berty","berdy","bildy","psw5_tri.txt"
"718","edger","etger","epger","edgur","psw5_tri.txt"
"719","whily","whiry","wgiry","wgaly","psw5_tri.txt"
"720","cruth","cludh","crath","croth","psw5_tri.txt"
"721","sinod","senop","simod","samab","psw5_tri.txt"
"722","anged","anhat","amhep","anhep","psw5_tri.txt"
"723","tirew","tarew","direw","tilew","psw5_tri.txt"
"724","whors","whols","wgors","whurs","psw5_tri.txt"
"725","lenre","lemre","lenle","lemri","psw5_tri.txt"
"726","mafer","mafel","mufur","nefor","psw5_tri.txt"
"727","monor","momor","monol","nonor","psw5_tri.txt"
"728","boods","boobs","boots","poods","psw5_tri.txt"
"729","bangy","bimgy","pongy","bingy","psw5_tri.txt"
"730","buils","duils","fuils","fuuls","psw5_tri.txt"
"731","sater","satel","satur","sader","psw5_tri.txt"
"732","mings","mongs","munhs","minhs","psw5_tri.txt"
"733","sents","sends","sunts","sonts","psw5_tri.txt"
"734","alide","alibe","aridu","alede","psw5_tri.txt"
"735","knors","kners","knols","kmurs","psw5_tri.txt"
"736","whilt","wgird","whort","whild","psw5_tri.txt"
"737","habin","habam","habim","hubin","psw5_tri.txt"
"738","yound","younp","yuumf","yoent","psw5_tri.txt"
"739","earts","ealts","iarts","aarts","psw5_tri.txt"
"740","uside","usibe","usite","usede","psw5_tri.txt"
"741","begit","dogit","degit","pegit","psw5_tri.txt"
"742","aboud","afoud","adout","aboid","psw5_tri.txt"
"743","theld","tgerd","thald","tgeld","psw5_tri.txt"
"744","plars","plurs","plils","dlals","psw5_tri.txt"
"745","imall","inall","imalr","omoll","psw5_tri.txt"
"746","toubt","doubt","toedt","doubd","psw5_tri.txt"
"747","blont","bromt","bront","flemd","psw5_tri.txt"
"748","poind","diind","boend","foind","psw5_tri.txt"
"749","tasic","tusic","dosic","dasoc","psw5_tri.txt"
"750","crees","croes","clees","claos","psw5_tri.txt"
"751","greue","greui","hleue","gleae","psw5_tri.txt"
"752","triet","driet","tliet","truet","psw5_tri.txt"
"753","hoter","hidel","hotal","hutol","psw5_tri.txt"
"754","zaile","ziire","zaele","zaila","psw5_tri.txt"
"755","beart","peart","bealt","beard","psw5_tri.txt"
"756","chapt","choft","chupt","chabt","psw5_tri.txt"
"757","addeo","addio","apdee","iddeo","psw5_tri.txt"
"758","afted","adtep","aftad","afdep","psw5_tri.txt"
"759","falph","falbg","falpg","parph","psw5_tri.txt"
"760","namur","namer","nanul","manur","psw5_tri.txt"
"761","guite","goide","guide","goite","psw5_tri.txt"
"762","alied","aliod","aleef","ulied","psw5_tri.txt"
"763","heans","heuns","heams","geams","psw5_tri.txt"
"764","dirst","dalst","parst","delst","psw5_tri.txt"
"765","blike","flike","brike","dlike","psw5_tri.txt"
"766","frese","trese","prese","flese","psw5_tri.txt"
"767","preat","pread","dreat","pleed","psw5_tri.txt"
"768","traff","trafb","trofp","trufb","psw5_tri.txt"
"769","plast","plasd","frast","dlast","psw5_tri.txt"
"770","smags","snags","smugs","smegs","psw5_tri.txt"
"771","chade","chape","chede","chude","psw5_tri.txt"
"772","scall","scill","scerl","scull","psw5_tri.txt"
"773","alood","aloob","aload","aloof","psw5_tri.txt"
"774","thead","thaid","thoat","pgead","psw5_tri.txt"
"775","unded","undef","ondib","umded","psw5_tri.txt"
"776","yeade","yeada","yeadu","yeafe","psw5_tri.txt"
"777","goint","gount","goand","hoent","psw5_tri.txt"
"778","glone","glome","grene","hlone","psw5_tri.txt"
"779","fally","bolly","firly","felly","psw5_tri.txt"
"780","medge","motge","metge","mepgo","psw5_tri.txt"
"781","snown","sniwn","smawn","smewn","psw5_tri.txt"
"782","altal","artal","oltal","altar","psw5_tri.txt"
"783","flich","fricg","frich","pluch","psw5_tri.txt"
"784","grast","glast","glust","glest","psw5_tri.txt"
"785","grops","hrufs","hrops","grups","psw5_tri.txt"
"786","iribe","eripe","iripe","uribe","psw5_tri.txt"
"787","touth","tuuth","toith","toutg","psw5_tri.txt"
"788","thres","tgles","thles","dhres","psw5_tri.txt"
"789","dends","donds","donts","pinds","psw5_tri.txt"
"790","leven","levem","levan","laven","psw5_tri.txt"
"791","smily","smiry","smaly","smely","psw5_tri.txt"
"792","speas","spias","sfees","sdeas","psw5_tri.txt"
"793","craud","claad","claud","craad","psw5_tri.txt"
"794","spean","sfaam","spein","speun","psw5_tri.txt"
"795","grood","hroof","gload","hrood","psw5_tri.txt"
"796","brast","prast","brust","blasd","psw5_tri.txt"
"797","homen","homan","homun","humen","psw5_tri.txt"
"798","grout","hruut","hroad","groud","psw5_tri.txt"
"799","teeks","teiks","deaks","deeks","psw5_tri.txt"
"800","frout","friut","flout","froid","psw5_tri.txt"
"801","hirth","heldh","hilth","hurth","psw5_tri.txt"
"802","slase","slaso","srase","slasa","psw5_tri.txt"
"803","parge","farhe","palhe","parhe","psw5_tri.txt"
"804","thefy","thedy","thufy","thify","psw5_tri.txt"
"805","flain","blaun","fraen","flaen","psw5_tri.txt"
"806","raite","raiti","laipe","reite","psw5_tri.txt"
"807","whint","wgint","whimd","whond","psw5_tri.txt"
"808","glams","hrams","gloms","hlims","psw5_tri.txt"
"809","blith","brith","flitg","flith","psw5_tri.txt"
"810","scral","scril","screl","sclal","psw5_tri.txt"
"811","leats","reats","leuts","leots","psw5_tri.txt"
"812","grote","hrote","grotu","grute","psw5_tri.txt"
"813","funce","fonce","fumce","fomce","psw5_tri.txt"
"814","hoper","goper","hoder","guper","psw5_tri.txt"
"815","glood","hloot","gloob","griod","psw5_tri.txt"
"816","fange","fanhe","pange","danhe","psw5_tri.txt"
"817","taked","takeb","tikid","tuked","psw5_tri.txt"
"818","quide","qeide","qiide","qoede","psw5_tri.txt"
"819","yeats","yeods","yuats","yeads","psw5_tri.txt"
"820","pense","finse","panse","tense","psw5_tri.txt"
"821","girld","gurld","girlt","gorld","psw5_tri.txt"
"822","giall","giorl","goall","hiall","psw5_tri.txt"
"823","trung","tlung","tronh","trumg","psw5_tri.txt"
"824","drung","frumg","dlumg","dlunh","psw5_tri.txt"
"825","brite","frite","drite","bride","psw5_tri.txt"
"826","pites","titus","pitus","pides","psw5_tri.txt"
"827","plana","flama","prana","ploma","psw5_tri.txt"
"828","fould","doulb","fourt","poult","psw5_tri.txt"
"829","leate","liate","leafe","loate","psw5_tri.txt"
"830","deank","deunk","feank","beank","psw5_tri.txt"
"831","deard","diard","deurp","fearp","psw5_tri.txt"
"832","yearp","yeurp","yoirp","yearb","psw5_tri.txt"
"833","purks","pulks","pirks","pilks","psw5_tri.txt"
"834","truit","triit","truid","druit","psw5_tri.txt"
"835","hapes","hades","hapas","gafes","psw5_tri.txt"
"836","crear","creor","clear","criur","psw5_tri.txt"
"837","daint","baint","deant","daimt","psw5_tri.txt"
"838","prote","plade","prode","brotu","psw5_tri.txt"
"839","entin","enton","endin","omtin","psw5_tri.txt"
"840","aloom","aloon","aluon","aloan","psw5_tri.txt"
"841","grawn","hruwn","glawn","gruwn","psw5_tri.txt"
"842","tuten","teten","dutin","tuden","psw5_tri.txt"
"843","wourt","woult","waurt","waurd","psw5_tri.txt"
"844","soubt","siibt","soebt","seubt","psw5_tri.txt"
"845","heant","heand","hiant","haant","psw5_tri.txt"
"846","fuman","buman","fumam","fumin","psw5_tri.txt"
"847","putor","papor","putil","bupor","psw5_tri.txt"
"848","begry","bugry","pegry","bogry","psw5_tri.txt"
"849","womed","womud","wenep","wemed","psw5_tri.txt"
"850","thory","tgory","tgiry","thely","psw5_tri.txt"
"851","deven","devum","duven","feven","psw5_tri.txt"
"852","chumb","chomb","chump","champ","psw5_tri.txt"
"853","deirl","bairl","peirl","fiurl","psw5_tri.txt"
"854","theck","thack","thock","dguck","psw5_tri.txt"
"855","sinal","simar","sanal","simal","psw5_tri.txt"
"856","risps","lisps","lesps","losfs","psw5_tri.txt"
"857","creat","creot","cleat","croat","psw5_tri.txt"
"858","fruse","frese","fluse","dluse","psw5_tri.txt"
"859","fouth","feudh","diudh","foutg","psw5_tri.txt"
"860","hinch","honcg","hamch","homch","psw5_tri.txt"
"861","drast","trast","frist","frast","psw5_tri.txt"
"862","begic","degic","beguc","pegic","psw5_tri.txt"
"863","blass","bross","flass","dluss","psw5_tri.txt"
"864","brong","plomg","frang","bromg","psw5_tri.txt"
"865","salls","selrs","sulls","sells","psw5_tri.txt"
"866","elied","eliep","eliet","eried","psw5_tri.txt"
"867","deack","beack","deick","teack","psw5_tri.txt"
"868","grapt","hlapt","glipd","hrapd","psw5_tri.txt"
"869","thild","third","thirf","tgild","psw5_tri.txt"
"870","cleel","cloel","cloal","cleor","psw5_tri.txt"
"871","biken","bikem","baken","bikin","psw5_tri.txt"
